4262158,https://st.biglion.ru/cfs15/deal_offer/a1/83/a183f22f0967195ebe74885230dd2c6a.jpg,Комплексная гигиена полости рта в медицинском центре «Вереск»,gigiena-polosti-rta2-84/,1360,8500,84,"пр-т Луначарского, д. 21, к.1",Озерки,Выборгский
4262166,https://st.biglion.ru/cfs13/deal_offer/03/80/0380eead4be3fe6cc78e7e98f399ae71.jpg,Маникюр и педикюр с покрытием гель-лаком или без в студии маникюра Nailgrad,nailgrad-manikyur-studiya3-60/,337,750,55,"Каменноостровский пр-т, д. 37, лит. а",Петроградская,Петроградский
4262306,https://st.biglion.ru/cfs15/deal_offer/94/c5/94c513d7deb1d42c987deae89bac66d3.jpg,Онлайн-обучение маникюру от школы Аллы Чекашовой,manicure-combi-obuchenie1-80/,495,3300,85,РФ,РФ,Онлаин
4262334,https://st.biglion.ru/cfs13/deal_offer/aa/fa/aafa144a85bbf264a70cc666d34acbcc.jpg,Билет в «Театр имени Которого Нельзя Называть»,spektakl-ozero-lebedinoye0-50/,250,500,50,"Каменноостровский пр-т, д. 27г",Петроградская,Петроградский
4262386,https://st.biglion.ru/cfs25/deal_offer/17/20/1720484e5bc0731e83e3dacb24759506.jpg,Экскурсионный тур от компании Charm Tour,ekskursionnyj-tur-charmtour1-66/,1190,3500,66,"Щербаков пер., д. 12, ДЦ «Владимирский», оф. 401 (вход со двора)",Достоевская,Центральный
4262754,https://st.biglion.ru/cfs15/deal_offer/0f/1d/0f1d6f2ef742c7d4a13bac48ee3a2cfd.jpg,Программа для похудения от школы «ВсеХудеем»,programmiy-dlia-pohudenia6-88/,75,375,80,РФ,РФ,Онлаин
4262850,https://st.biglion.ru/cfs15/deal_offer/a6/a5/a6a5850d872be8d90659de3657f4c19a.jpg,Уход за лицом в «Студии эстетики и косметологии»,complex-careface-peeling-79/,640,2000,68,"Литейный пр-т, д. 59",Маяковская,Центральный
4262854,https://st.biglion.ru/cfs15/deal_offer/c1/87/c187f43fdb57d45c8d54aded8262c06b.jpg,Напитки и меню в ресторане вьетнамской кухни Nem Nem,restoran-vietnamskoi-kukhni9-50/,100,200,50,"Лиговский пр-т, д. 57-59а ",Площадь Восстания,Центральный
4262858,https://st.biglion.ru/cfs15/deal_offer/61/e3/61e33fdc58df0d413e37182f23d9c844.jpg,Детский онлайн-курс от школы «Интеллектуал»,skorochtenie-pamyat-vnimanie-84/,380,2000,81,"ул. Васенко, д. 12",РФ,Онлаин
4262862,https://st.biglion.ru/cfs15/deal_offer/8e/28/8e284712c9088cda9530153b9acdc917.jpg,УЗИ для женщин или мужчин в центре «На Коломенской»,uzi-muzchiny-zhenschiny3-69/,985,3180,69,"ул. Петрозаводская, д. 13, лит. А, пом. 72-Н",Чкаловская,Петроградский
4262866,https://st.biglion.ru/cfs25/deal_offer/24/a5/24a54ed37936b1ee3d655ace99d33019.jpg,"Химчистка салона, полировка кузова от «Modern Auto Сервис»",himtchistka-polirovka-modernavto-72/,850,1700,50,"ул. Планерная, д. 15б",Старая Деревня,Приморский
4262870,https://st.biglion.ru/cfs15/deal_offer/b1/21/b121dbc1620e769666e02394af84e089.jpg,Сеансы массажа в массажном кабинете «Лев»,seansu-massag-wubores8-70/,765,1700,55,"6-я линия В. О., д. 29",Василеостровская,Василеостровский
4262874,https://st.biglion.ru/cfs13/deal_offer/63/00/63009dbdd36cd6e48ab8bf748e00533b.jpg,"Стрижка, полировка, укладка в студии красоты Bravissimo",strizhka-okrashivaniye-protsedury7-71_20201029/,315,900,65,"ул. Рентгена, д. 13",Петроградская,Петроградский
4262878,https://st.biglion.ru/cfs15/deal_offer/a4/d1/a4d12bd635e23273708aed1b283b230a.jpg,Перманентный макияж в студии красоты Bravissimo,permanent-mikrobleiydin-shotirovaniyes2-86_20201029/,825,5500,85,"ул. Савушкина, д. 131",Беговая,Приморский
4262886,https://st.biglion.ru/cfs25/deal_offer/90/aa/90aa29001623f16606e341338307771f.jpg,Лечение кариеса и установка пломбы в центре «Вереск»,lechenie-karies-veresk-72/,1443,3700,61,"пр-т Луначарского, д. 21, к.1",Проспект Просвещения,Выборгский
4262890,https://st.biglion.ru/cfs15/deal_offer/b7/0e/b70eaa7b4ef84627528aeb297a9a37e4.jpg,Эстетическая реставрация зубов в медцентре «Вереск»,restavratsia-zybov-57/,3825,8500,55,"пр-т Луначарского, д. 21, к.1",Озерки,Выборгский
4262894,https://st.biglion.ru/cfs15/deal_offer/9d/a0/9da0757e278fd9a05347ba80b71e18ed.jpg,"2, 3 или 4 часа отдыха в банном комплексе «У Михалыча»",banya1-55_20201029/,2352,4800,51,"Транспортный пер., д. 12а ",Лиговский проспект,Центральный
4262898,https://st.biglion.ru/cfs15/deal_offer/25/c0/25c03bd79c8f0fb558018aa1f960b42c.jpg,Таук и напиток в гриль-баре «Лео»,grill-bar-tauk-50/,275,550,50,"ул. Жуковского, д. 57",Площадь Восстания,Центральный
4262902,https://st.biglion.ru/cfs25/deal_offer/2d/2a/2d2ab37b7ab6d97d248361e5f76156d4.jpg,Обследование для женщин в «Клинике доктора Филатова»,kompleksnoe-obsledovanie-zhenschin07-73_20201029/,2280,7600,70,"Рубинштейна улица, д. 36",Достоевская,Центральный
4262906,https://st.biglion.ru/cfs15/deal_offer/a8/4a/a84a66b13ca8740a01615bde5cede923.jpg,Комплексное УЗИ в медцентре «ПрофМед»,complex-yzi-profmed5-87/,988,7600,87,"пр-т Непокорённых, д. 14/2",Площадь Мужества,Калининский
4262910,https://st.biglion.ru/cfs15/deal_offer/8a/3c/8a3cf9d41c28168680953c27e1d1242a.jpg,Сеансы лазерной эпиляции в медцентре «НиАлМед»,lasernaja-epiljacija-nialmed5-98/,600,15000,96,"наб. реки Мойки, д. 60, лит. А",Садовая,Адмиралтейский
4262914,https://st.biglion.ru/cfs25/deal_offer/2c/53/2c53ecf5ae1dfde5ae0179929307d246.jpg,Мастер-класс от студии живописи Artista Studio,sketching-zhivopis-master-63/,450,900,50,"ул. 4-я Советская, д. 5 (вход под арку налево)",Спортивная,Петроградский
4262918,https://st.biglion.ru/cfs25/deal_offer/b6/51/b651c5094483c82beee35beea4924c10.jpg,Напитки и паровые коктейли от антикафе Pixel Lounge,antikafe-piksel-laundzh5-50/,1300,2600,50,г. Санкт-Петербург,г. Санкт-Петербург,None
4262962,https://st.biglion.ru/cfs25/deal_offer/3c/35/3c3507bbcf64f2f839e379567db7ff84.jpg,Онлайн-тренировки от фитнес-студии Марины Мажаровой,online-fitness-studia-51/,750,1500,50,РФ,РФ,Онлаин
4262994,https://st.biglion.ru/cfs25/deal_offer/6b/45/6b45218a9eba2b59443a5a41294f83db.jpg,"Создание сайта, продвижение в соцсетях от Owl Website",sozdanie-sajta-prodvijenie-91/,720,8000,91,РФ,РФ,Онлаин
4260806,https://st.biglion.ru/cfs25/deal_offer/9d/2a/9d2afb4a61ad63c578fc14ce26237d25.jpg,Участие в квесте «Лихие 90-е» от компании «Квеструм»,kvest-lhie-devyanostye5-55/,1327,2950,55,"Лиговский пр-т, д. 115",Лиговский проспект,Центральный
4260838,https://st.biglion.ru/cfs15/deal_offer/05/46/0546bc2a3c89b88015745e13cabc5fbb.jpg,Иллюзионное шоу от детского фокусника Дмитрия Моторина,illusion-showchildren-magician-50/,4000,8000,50,г. Санкт-Петербург,г. Санкт-Петербург,None
4260854,https://st.biglion.ru/cfs13/deal_offer/87/90/87902e0b2445b9a04cf954158b3882c8.jpg,"Перманентный макияж век, губ, бровей от студии красоты Milka",permanentnii-makiyaj2-82/,700,3500,80,"Ярославский пр-т, д. 47",Удельная,Выборгский
4260894,https://st.biglion.ru/cfs25/deal_offer/7b/65/7b65a9fa7c5c564a354dee4e9d3696b9.jpg,Меню и напитки в ресторане «Чемодан»,menju-restoran-chemodan-50/,100,200,50,"ул. Шостаковича, д. 2",Проспект Просвещения,Выборгский
4260906,https://st.biglion.ru/cfs15/deal_offer/1d/6f/1d6fc264da7483968b7f7bc75f3cc6d9.jpg,Посещение оленьей фермы с чаепитием от ранчо «Авенсис»,ekskursia-oleni-zoo0-52/,490,1000,51,"Ленинградская обл., Гатчинский р-н, д. Бор, д. 37","Ленинградская обл., Гатчинский р-н, д. Бор, д. 37",None
4260918,https://st.biglion.ru/cfs15/deal_offer/b5/3a/b53a9bf401e77d2f0899e843dc07b27a.jpg,Сеансы LPG-массажа в клинике Med Love,bezlimit-lpg-massagh-98/,600,15000,96,"ул. Можайская, д. 13",Пушкинская,Адмиралтейский
4260922,https://st.biglion.ru/cfs25/deal_offer/eb/d3/ebd3cac4d991d5e3ec2ca295d1130d6b.jpg,"Чистка, пилинг, массаж лица в «Студии LPG-массажа»",uhod-zalicom-studiyalpgmassazha1-52/,350,700,50,"пр-т Ветеранов, д. 147",Проспект Ветеранов,Кировский
4261210,https://st.biglion.ru/cfs13/deal_offer/65/40/6540df2a805f4bc33ad4d7b25512e744.jpg,Программа питания для похудения от школы «Я худею»,pravilnoe-pithanieeee-pohudenie9-90/,75,750,90,РФ,РФ,Онлаин
4261286,https://st.biglion.ru/cfs15/deal_offer/41/be/41bebca9a67a7244993e5db6f248fddc.jpg,Сэндвичи и напитки в ресторане Subway за полцены,sendvich-napitok-sabvjej3-50/,60,120,50,"Невский пр-т, д. 20",Гостиный двор,Центральный
4261290,https://st.biglion.ru/cfs15/deal_offer/41/55/4155dca2faf904014f0de50c34359a6c.jpg,Ударно-волновая терапия и прием врача в «Смарт Клиник»,ydarno-volnovaya-terapiya-56/,1850,3700,50,"наб. Обводного канала, д. 108а, пом. 28-Н",Фрунзенская,Адмиралтейский
4261294,https://st.biglion.ru/cfs25/deal_offer/56/6a/566a3a816fc724a61106c9fca973f7a4.jpg,Наращивание ресниц в студии красоты Анны Король,resnici-brovi0-55/,600,1200,50,"наб. реки Фонтанки, д. 80/2 (вход в арку со стороны пер. Джамбула)",Звенигородская,Адмиралтейский
4261298,https://st.biglion.ru/cfs15/deal_offer/c7/eb/c7eb8bf8261a2d1a755c0385c73274f2.jpg,"Стрижка, окрашивание, выпрямление волос в студии F",strigka-okrashivanie-beauty-80/,245,700,65,"ул. Полозова, д. 4 (10 минут пешком от метро)",Петроградская,Петроградский
4261306,https://st.biglion.ru/cfs25/deal_offer/ff/de/ffde0ba4bfb1beeabcf2d612f6d1b364.jpg,Удаление новообразований в центре «На Коломенской»,lazernoe-udalenie-novoobrazovanij3-80/,465,1500,69,"ул. Петрозаводская, д. 13, лит. А, пом. 72-Н",Чкаловская,Петроградский
4261310,https://st.biglion.ru/cfs13/deal_offer/fb/85/fb855282d8a6c81e5938edc1e800594a.jpg,Онлайн-консультация врача в онлайн-клинике My Doc,online-konsultatsia-vracha6-50/,600,1200,50,РФ,РФ,Онлаин
4259470,https://st.biglion.ru/cfs25/deal_offer/63/63/636349e6991c8439d15c43f1583b7e6f.jpg,"Программа питания, тренировок от школы Slim Club",plan-pitanija-poxudenija6-91/,99,550,82,РФ,РФ,Онлаин
4259486,https://st.biglion.ru/cfs13/deal_offer/7f/4c/7f4c6f788ba3b0ee2c42748a69e8baf8.jpg,Курсы дрессировки собак от школы Give Me Paw,dresirovka-sobakh-84/,990,3000,67,РФ,РФ,Онлаин
4259606,https://st.biglion.ru/cfs13/deal_offer/cd/ef/cdef15f90d0548055aa2982f9dd0dbae.jpg,Компьютерная диагностика зрения в сети салонов оптики «Оптика Спектр»,optometricheskoe-obsledovanie-ochki-60/,320,800,60,"Каменоостровский пр-т, д. 42",Петроградская,Петроградский
4259610,https://st.biglion.ru/cfs13/deal_offer/14/85/1485ac6d63fefedb70dce0d4e336d5c6.jpg,Медицинское обследование для мужчин в медцентре «Медикус»,comprehensive-medicalexamination-medical1-50/,1645,3290,50,"пр-т Королёва, д. 59, к. 5",Комендантский проспект,Приморский
4259614,https://st.biglion.ru/cfs13/deal_offer/b7/3e/b73ebbee9a9a16c72871eaea34b620f8.jpg,LPG-массаж в студии коррекции фигуры «Грация»,figura-graciya1-97/,600,10000,94,"Загородный пр-т, д. 14",Достоевская,Центральный
4259618,https://st.biglion.ru/cfs15/deal_offer/9b/cf/9bcfe4d62bb743f2581f043de0eb84e5.jpg,"Шугаринг, восковая депиляция в салоне Beauty Place",shugaring-jepiljacija-salonkrasoty1-51/,392,800,51,"Ленинский пр-т, д. 132",Ленинский проспект,Кировский
4259622,https://st.biglion.ru/cfs13/deal_offer/5e/34/5e34daa02fab5d002ac28651b5e03ac0.jpg,Комплексное УЗИ суставов и артерий в центре «Аванта»,uzi-organy-artery-68/,1232,3850,68,"Невский пр-т, д. 136",Площадь Восстания,Центральный
4259626,https://st.biglion.ru/cfs13/deal_offer/4c/74/4c742ddca39fba667d97ee1b16b359a6.jpg,Сеансы лазерной эпиляции в сети центров Epil Lazer,lazer-epilation-zon3-98/,600,15000,96,"пр-т Медиков, д. 9, оф. 201 ",Петроградская,Петроградский
4259630,https://st.biglion.ru/cfs15/deal_offer/be/89/be89d1461122410152faa69b65afc3ff.jpg,Уход за бровями в студии эстетики и косметологии,care-lash-brows2-64/,280,700,60,"Литейный пр-т, д. 59",Маяковская,Центральный
4257838,https://st.biglion.ru/cfs13/deal_offer/49/18/4918983fdfa8bab8c72e541db280c4a6.jpg,Онлайн-изучение языка от школы «Русский Гарвард»,online-angl-iazik-81/,1568,11200,86,РФ,РФ,Онлаин
4257926,https://st.biglion.ru/cfs25/deal_offer/42/7c/427c46d2ec968070deebb517f5ec37d2.jpg,Обед или ужин в ресторане-баре «Причал122»,obed-uzhin-prichal-50/,1400,2800,50,"Невский пр-т, д. 122",Площадь Восстания,Центральный
4257930,https://st.biglion.ru/cfs25/deal_offer/42/9b/429b54465c78e0d912fa8dc4e1d48e53.jpg,Блюда и напитки в грузинском ресторане «Хинкали & Вино»,gruzinskaya-kuhnya-restoran-50/,100,200,50,"Ленинградская обл., г. Кудрово, Столичная ул., д. 4, к. 3",Улица Дыбенко,Невский
4257934,https://st.biglion.ru/cfs15/deal_offer/da/80/da80852ddf9c55f915c187b011ecd593.jpg,Маникюр в салоне «Фарангиз»,manikyur-pokrytiye-bez1-50/,200,400,50,"ул. Мебельная, д. 2ж",Старая Деревня,Приморский
4257938,https://st.biglion.ru/cfs15/deal_offer/14/9b/149b88b42046ea3d086f524af6a93af2.jpg,Химчистка одежды в сети «Грязи.net» за полцены,gryazinet-himchistka-odezhdy-50/,250,500,50,"г. Всеволожск, Всеволожский пр-т, д. 27","г. Всеволожск, Всеволожский пр-т, д. 27",None
4257942,https://st.biglion.ru/cfs15/deal_offer/c6/f6/c6f657e2c75cbded446be6b269fa65ac.jpg,"Химчистка салона автомобиля, багажника в автоателье JJglass",avtohimchistka-salona-bagazhnika-59/,1640,4000,59,"ул. Фучика, д. 12, к. 3а",Бухарестская,Фрунзенский
4257946,https://st.biglion.ru/cfs15/deal_offer/63/ca/63ca7069032e3179b0953af366892bd3.jpg,Стрижка и окрашивание волос в парикмахерской «Фарангиз»,strijcka-okrashivanie-volos-69/,405,900,55,"ул. Мебельная, д. 2ж",Старая Деревня,Приморский
4257950,https://st.biglion.ru/cfs15/deal_offer/59/d6/59d68b90378ff8600d0c8ebdd0db1fb0.jpg,Участие в квесте от компании «Квеструм.рф»,kvest-igra-vyzhivanie3-55/,1327,2950,55,"ул. Мончегорская, д. 11",Чкаловская,Петроградский
4257954,https://st.biglion.ru/cfs13/deal_offer/86/44/8644f6fb7ef4e519f7a968883b66f336.jpg,"МРТ головы, суставов в центре «Магнит»",mrt-sustawy-ta4-50/,2600,5200,50,"ул. 6-ая красноармейская, д. 7","г. Санкт-Петербург, ул. 6-я Красноармейская, д. 7",None
4257958,https://st.biglion.ru/cfs25/deal_offer/d2/22/d222c61fc42562d6234d548b597f9587.jpg,Участие в реалити-квесте «Хижина» от компании 10Keys,kvest-hizina-budn6-50/,1500,3000,50,"ул. Большая Разночинная, д. 24",Чкаловская,Петроградский
4257962,https://st.biglion.ru/cfs15/deal_offer/2e/7d/2e7d0facfb5c5601d31ed53a7b48a2e9.jpg,Участие в реалити-квесте от компании Black Room,secretnie-materialu-kvest1-51/,1225,2500,51,"ул. Пушкинская, д. 11",Маяковская,Центральный
4257966,https://st.biglion.ru/cfs13/deal_offer/eb/31/eb310e7dd67406d7c04109bdd977b369.jpg,Комплексная гигиена полости рта в клинике «Доктор+»,gigiena-rta-doctor8-78/,575,2500,77,"Искровский пр-т, д. 32, к. 1",Улица Дыбенко,Невский
